DeMMO2_85	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA12445;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_19	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Vogelbacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_71	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__UBA9973;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_62	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__UBA9973;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_78	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_55	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Ryanbacterales;f__GWA2-47-10b;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_41	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__uenenbacteria-1;g__uenenbacteria-1;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_84	d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__GWE2-39-37;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_92	d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA917;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_82	d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__UBA12465;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_48	d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__UBA12465;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_27	d__Bacteria;p__Patescibacteria;c__ABY1;o__Uhrbacterales;f__GWF2-40-263;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_29	d__Bacteria;p__Patescibacteria;c__ABY1;o__XYB2-FULL-38-15;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_23	d__Bacteria;p__Patescibacteria;c__ABY1;o__Veblenbacterales;f__UBA10138;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_86	d__Bacteria;p__Patescibacteria;c__ABY1;o__Veblenbacterales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_33	d__Bacteria;p__Omnitrophota;c__UBA9649;o__UBA9649;f__UBA9649;g__2-02-FULL-67-20;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_11	d__Bacteria;p__Omnitrophota;c__koll11;o__1-14-0-20-42-13;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_87	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1572;f__UBA1572;g__um-filter-44-12;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_40	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1572;f__UBA1572;g__um-filter-44-12;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_20	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1572;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_59	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_66	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_49	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__GCA-002774445;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_68	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__GCA-002774445;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_5	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_44	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__UBA10183;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_72	d__Bacteria;p__Omnitrophota;c__4484-49;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_79	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_100	d__Bacteria;p__UBP1;c__PRR-12;o__LZORAL124-64-63;f__LZORAL124-64-63;g__um-filter-65-15;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_74	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_93	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_6	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__Zixibacteria-1;f__Zixibacteria-1;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_96	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__Zixibacteria-1;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_39	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_37	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_4	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_67	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA8401;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_22	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__UBA9647;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_56	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__navibacteriae-3;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_18	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_36	d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_58	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_28	d__Bacteria;p__Planctomycetota;c__UBA8742;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_94	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_80	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_2	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_9	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_57	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_88	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_53	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_17	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_81	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_32	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__BuS5;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_83	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae_A;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_95	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae_A;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_31	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__YD0425bin50;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_97	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_10	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_24	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_45	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__RBG-13-43-22;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_51	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__CG2-30-49-12;g__CG2-30-49-12;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_89	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_70	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__1-14-0-20-49-13;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_63	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__1-14-0-20-49-13;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_8	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_54	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__MBNT15;g__RBG-16-64-85;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_64	d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_3	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_73	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_47	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_13	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_12	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
DeMMO2_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_99	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__Thiobacillus;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Sideroxydans;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_76	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Sideroxydans;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Sulfuritalea;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
DeMMO2_65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Thiomonas;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
