taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Genome Completeness %,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,Genome Bin Count   * assembled,CRISPR Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,CDS Count   * assembled,CDS %   * assembled,RNA Count   * assembled,RNA %  * assembled,rRNA Count   * assembled,5S rRNA Count   * assembled,16S rRNA Count   * assembled,18S rRNA Count   * assembled,23S rRNA Count   * assembled,28S rRNA Count   * assembled,tRNA Count   * assembled,Other RNA Count   * assembled,Pseudo Genes Count ,Pseudo Genes % ,Unchar Count ,Unchar % ,Dubious Count,Dubious %,w/ Func Pred Count   * assembled,w/ Func Pred %   * assembled,w/o function prediction  * assembled,w/o function prediction %  * assembled,Orthologs Count,Orthologs %,Paralogs Count,Paralogs %,Obsolete Count ,Obsolete % ,Revised Count ,Revised % ,Fused Count ,Fused % ,Fusion Component Count ,Fusion component % ,COG Count   * assembled,COG %   * assembled,KOG Count ,KOG % ,Pfam Count   * assembled,Pfam %   * assembled,TIGRfam Count   * assembled,TIGRfam %   * assembled,Enzyme Count   * assembled,Enzyme %   * assembled,KEGG Count   * assembled,KEGG %   * assembled,Not KEGG Count   * assembled,Not KEGG %   * assembled,KO Count   * assembled,KO %   * assembled,Not KO Count   * assembled,Not KO %   * assembled,MetaCyc Count   * assembled,MetaCyc %   * assembled,Not MetaCyc Count   * assembled,Not MetaCyc %   * assembled,IMG Term Count ,IMG Term % ,IMG Pathwawy Count ,IMG Pathway % ,IMG Parts List Count ,IMG Parts List % ,MyIMG Annotation Count,MyIMG Annotation %,Signal Peptide Count ,Signal Peptide % ,Transmembrane Count ,Transmembrane % ,Horizontally Transferred Count,Horizontally Transferred %,Genome Property Count ,Genome Property % ,Ortholog Group Count,Paralog Group Count,COG Cluster Count   * assembled,KOG Cluster Count ,Pfam Cluster Count   * assembled,TIGRfam Cluster Count   * assembled,IMG Cluster Count,IMG Cluster %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,Biosynthetic Cluster Gene Count  * assembled,Biosynthetic Cluster Gene %  * assembled,Biosynthetic Cluster Count  * assembled,InterPro Count ,InterPro % 
2828961092,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota bacterium DeMMO2_26,Argonne National Laboratory,2828961092,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1100949,1144,27,0,0,572788,0.52,1030101,93.56,1030101,93.56,1107,96.77,37,3.23,2,1,1,0,0,0,35,0,0,0,0,0,0,0,671,58.65,436,38.11,0,0,0,0,0,0,0,0,0,0,0,0,703,61.45,0,0,665,58.13,250,21.85,207,18.09,246,21.5,861,75.26,394,34.44,713,62.33,178,15.56,929,81.21,0,0,0,0,0,0,0,0,73,6.38,325,28.41,638,55.77,0,0,0,0,593,0,643,239,0,0,1141,99.74,52,0,0,0,0,0
2829001158,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO2_50,Argonne National Laboratory,2829001158,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,727431,885,165,0,0,239896,0.33,674081,92.67,674081,92.67,867,97.97,18,2.03,1,0,1,0,0,0,16,1,0,0,0,0,0,0,565,63.84,302,34.12,0,0,0,0,0,0,0,0,0,0,0,0,583,65.88,0,0,495,55.93,186,21.02,132,14.92,151,17.06,716,80.9,227,25.65,640,72.32,117,13.22,750,84.75,0,0,0,0,0,0,0,0,27,3.05,231,26.1,569,64.29,0,0,0,0,462,0,503,176,0,0,873,98.64,163,0,0,0,0,0
2829106416,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO3_25,Argonne National Laboratory,2829106416,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1123672,1347,79,0,0,432757,0.39,1018443,90.64,1018443,90.64,1299,96.44,47,3.49,3,1,1,0,1,0,42,2,0,0,1,0.07,0,0,811,60.21,488,36.23,0,0,0,0,0,0,0,0,0,0,0,0,853,63.33,0,0,743,55.16,242,17.97,200,14.85,240,17.82,1059,78.62,407,30.22,892,66.22,176,13.07,1123,83.37,0,0,0,0,0,0,0,0,46,3.41,299,22.2,842,62.51,0,0,0,0,646,0,661,227,0,0,1340,99.48,108,0,0,0,0,0
2829030403,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO2_69,Argonne National Laboratory,2829030403,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,274344,354,23,0,0,130226,0.47,251765,91.77,251765,91.77,331,93.5,23,6.5,1,1,0,0,0,0,21,1,0,0,0,0,0,0,218,61.58,113,31.92,0,0,0,0,0,0,0,0,0,0,0,0,231,65.25,0,0,194,54.8,74,20.9,45,12.71,66,18.64,265,74.86,106,29.94,225,63.56,38,10.73,293,82.77,0,0,0,0,0,0,0,0,10,2.82,75,21.19,203,57.34,0,0,0,0,218,0,226,69,0,0,352,99.44,28,0,0,0,0,0
2829289267,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Thermoplasmatales archaeon DeMMO5_17,Argonne National Laboratory,2829289267,Euryarchaeota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,unclassified,,1470208,1720,378,0,0,909923,0.62,1331165,90.54,1331165,90.54,1686,98.02,34,1.98,2,1,0,0,1,0,30,2,0,0,0,0,0,0,1263,73.43,423,24.59,0,0,0,0,0,0,0,0,0,0,0,0,1308,76.05,0,0,1216,70.7,399,23.2,328,19.07,368,21.4,1318,76.63,578,33.6,1108,64.42,299,17.38,1387,80.64,0,0,0,0,0,0,0,0,21,1.22,350,20.35,1251,72.73,0,0,0,0,861,0,898,342,0,0,1646,95.7,379,0,0,0,0,0
2829125437,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota archaeon DeMMO3_35,Argonne National Laboratory,2829125437,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1374813,1747,210,0,0,512045,0.37,1233744,89.74,1233744,89.74,1715,98.17,32,1.83,1,1,0,0,0,0,29,2,0,0,0,0,0,0,877,50.2,838,47.97,0,0,0,0,0,0,0,0,0,0,0,0,925,52.95,0,0,804,46.02,215,12.31,158,9.04,190,10.88,1525,87.29,343,19.63,1372,78.53,136,7.78,1579,90.38,0,0,0,0,0,0,0,0,34,1.95,340,19.46,849,48.6,0,0,0,0,597,0,670,199,0,0,1726,98.8,251,0,0,0,0,0
2829105106,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO3_24,Argonne National Laboratory,2829105106,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1064373,1309,162,0,0,499668,0.47,968472,90.99,968472,90.99,1277,97.56,32,2.44,2,1,0,0,1,0,30,0,0,0,0,0,0,0,765,58.44,512,39.11,0,0,0,0,0,0,0,0,0,0,0,0,803,61.34,0,0,722,55.16,223,17.04,173,13.22,207,15.81,1070,81.74,339,25.9,938,71.66,152,11.61,1125,85.94,0,0,0,0,0,0,0,0,21,1.6,316,24.14,862,65.85,0,0,0,0,600,0,628,198,0,0,1296,99.01,183,0,0,0,0,0
2830499974,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO3_70,Argonne National Laboratory,2830499974,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,690876,853,170,0,0,300832,0.44,634383,91.82,634383,91.82,838,98.24,15,1.76,1,1,0,0,0,0,14,0,0,0,0,0,0,0,482,56.51,356,41.74,0,0,0,0,0,0,0,0,0,0,0,0,492,57.68,0,0,434,50.88,166,19.46,92,10.79,137,16.06,701,82.18,205,24.03,633,74.21,86,10.08,752,88.16,0,0,0,0,0,0,0,0,30,3.52,251,29.43,435,51,0,0,0,0,409,0,426,152,0,0,837,98.12,170,0,0,0,0,0
2828987358,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota bacterium DeMMO2_42,Argonne National Laboratory,2828987358,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1264858,1511,275,0,0,461465,0.36,1149500,90.88,1149500,90.88,1484,98.21,27,1.79,1,1,0,0,0,0,26,0,0,0,0,0,0,0,898,59.43,586,38.78,0,0,0,0,0,0,0,0,0,0,0,0,931,61.61,0,0,806,53.34,266,17.6,197,13.04,236,15.62,1248,82.59,374,24.75,1110,73.46,168,11.12,1316,87.09,0,0,0,0,0,0,0,0,39,2.58,382,25.28,877,58.04,0,0,0,0,683,0,718,250,0,0,1480,97.95,292,0,0,0,0,0
2828830594,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO1_25,Argonne National Laboratory,2828830594,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,466426,596,168,0,0,270800,0.58,428162,91.8,428162,91.8,587,98.49,9,1.51,0,0,0,0,0,0,8,0,0,0,0,0,0,0,335,56.21,252,42.28,0,0,0,0,0,0,0,0,0,0,0,0,346,58.05,0,0,306,51.34,95,15.94,64,10.74,77,12.92,510,85.57,122,20.47,465,78.02,55,9.23,532,89.26,0,0,0,0,0,0,0,0,16,2.68,127,21.31,308,51.68,0,0,0,0,289,0,325,88,0,0,578,96.98,161,0,0,0,0,0
2828939703,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota bacterium DeMMO2_15,Argonne National Laboratory,2828939703,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1201343,1277,6,0,0,372266,0.31,1108461,92.27,1108461,92.27,1232,96.48,45,3.52,3,1,1,0,1,0,40,2,0,0,0,0,0,0,785,61.47,447,35,0,0,0,0,0,0,0,0,0,0,0,0,814,63.74,0,0,726,56.85,258,20.2,189,14.8,229,17.93,1003,78.54,405,31.71,827,64.76,161,12.61,1071,83.87,0,0,0,0,0,0,0,0,31,2.43,349,27.33,760,59.51,0,0,0,0,644,0,675,237,0,0,1273,99.69,38,0,0,0,0,0
2829132270,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota archaeon DeMMO3_40,Argonne National Laboratory,2829132270,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,679461,972,33,0,0,239061,0.35,614417,90.43,614417,90.43,934,96.09,38,3.91,1,1,0,0,0,0,36,1,0,0,0,0,0,0,518,53.29,416,42.8,0,0,0,0,0,0,0,0,0,0,0,0,526,54.12,0,0,444,45.68,161,16.56,110,11.32,147,15.12,787,80.97,230,23.66,704,72.43,94,9.67,840,86.42,0,0,0,0,0,0,0,0,11,1.13,226,23.25,474,48.77,0,0,0,0,438,0,454,146,0,0,971,99.9,50,0,0,0,0,0
2830506137,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Euryarchaeota archaeon DeMMO5_44,Argonne National Laboratory,2830506137,Euryarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,516227,656,113,0,0,234669,0.45,475713,92.15,475713,92.15,631,96.19,25,3.81,2,1,1,0,0,0,23,0,0,0,0,0,0,0,450,68.6,181,27.59,0,0,0,0,0,0,0,0,0,0,0,0,483,73.63,0,0,442,67.38,204,31.1,158,24.09,177,26.98,454,69.21,267,40.7,364,55.49,142,21.65,489,74.54,0,0,0,0,0,0,0,0,8,1.22,107,16.31,80,12.2,0,0,0,0,396,0,451,183,0,0,644,98.17,114,0,0,0,0,0
2829320537,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Methanosarcinales archaeon DeMMO5_32,Argonne National Laboratory,2829320537,Euryarchaeota,Methanomicrobia,Methanosarcinales,unclassified,unclassified,unclassified,,1367977,1925,307,0,0,579254,0.42,1225652,89.6,1225652,89.6,1897,98.55,28,1.45,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1256,65.25,641,33.3,0,0,0,0,0,0,0,0,0,0,0,0,1378,71.58,0,0,1219,63.32,415,21.56,335,17.4,354,18.39,1543,80.16,623,32.36,1274,66.18,303,15.74,1594,82.81,0,0,0,0,0,0,0,0,37,1.92,326,16.94,475,24.68,0,0,0,0,862,0,872,341,0,0,1901,98.75,339,0,0,0,0,0
2828988870,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Thermoplasmata bacterium DeMMO2_43,Argonne National Laboratory,2828988870,Euryarchaeota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,,1347745,1587,297,0,0,750016,0.56,1202932,89.26,1202932,89.26,1560,98.3,26,1.64,1,0,1,0,0,0,23,2,0,0,1,0.06,0,0,1122,70.7,438,27.6,0,0,0,0,0,0,0,0,0,0,0,0,1150,72.46,0,0,1075,67.74,342,21.55,313,19.72,336,21.17,1224,77.13,532,33.52,1028,64.78,289,18.21,1271,80.09,0,0,0,0,0,0,0,0,22,1.39,313,19.72,674,42.47,0,0,0,0,801,0,827,307,0,0,1529,96.35,328,0,0,0,0,0
2828805529,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota archaeon DeMMO1_8,Argonne National Laboratory,2828805529,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1314720,1631,262,0,0,371650,0.28,1168436,88.87,1168436,88.87,1606,98.47,25,1.53,1,1,0,0,0,0,23,1,0,0,0,0,0,0,856,52.48,750,45.98,0,0,0,0,0,0,0,0,0,0,0,0,878,53.83,0,0,751,46.05,215,13.18,169,10.36,185,11.34,1421,87.12,296,18.15,1310,80.32,147,9.01,1459,89.45,0,0,0,0,0,0,0,0,18,1.1,370,22.69,829,50.83,0,0,0,0,653,0,646,196,0,0,1594,97.73,280,0,0,0,0,0
2829231228,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Thermoplasmata archaeon DeMMO4_27,Argonne National Laboratory,2829231228,Euryarchaeota,Thermoplasmata,unclassified,unclassified,unclassified,unclassified,,604096,766,147,0,0,233001,0.39,553475,91.62,553475,91.62,756,98.69,10,1.31,1,0,1,0,0,0,9,0,0,0,0,0,0,0,545,71.15,211,27.55,0,0,0,0,0,0,0,0,0,0,0,0,581,75.85,0,0,535,69.84,193,25.2,155,20.23,175,22.85,581,75.85,290,37.86,466,60.84,140,18.28,616,80.42,0,0,0,0,0,0,0,0,11,1.44,148,19.32,354,46.21,0,0,0,0,484,0,537,182,0,0,757,98.83,155,0,0,0,0,0
2829103838,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO3_23,Argonne National Laboratory,2829103838,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1087522,1267,112,0,0,603811,0.56,1021231,93.9,1021231,93.9,1226,96.76,41,3.24,1,0,0,0,1,0,39,1,0,0,0,0,0,0,742,58.56,484,38.2,0,0,0,0,0,0,0,0,0,0,0,0,768,60.62,0,0,716,56.51,253,19.97,201,15.86,236,18.63,990,78.14,386,30.47,840,66.3,181,14.29,1045,82.48,0,0,0,0,0,0,0,0,57,4.5,248,19.57,678,53.51,0,0,0,0,599,0,662,229,0,0,1265,99.84,123,0,0,0,0,0
2829096502,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Woesearchaeota archaeon DeMMO3_20,Argonne National Laboratory,2829096502,Candidatus Woesearchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1328720,1427,68,0,0,701938,0.53,1224989,92.19,1224989,92.19,1379,96.64,48,3.36,3,1,1,0,1,0,43,2,0,0,0,0,0,0,808,56.62,571,40.01,0,0,0,0,0,0,0,0,0,0,0,0,828,58.02,0,0,741,51.93,253,17.73,189,13.24,228,15.98,1151,80.66,373,26.14,1006,70.5,159,11.14,1220,85.49,0,0,0,0,0,0,0,0,82,5.75,378,26.49,813,56.97,0,0,0,0,639,0,677,234,0,0,1420,99.51,99,0,0,0,0,0
2829200760,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Hadesarchaea archaeon DeMMO4_9,Argonne National Laboratory,2829200760,Euryarchaeota,Hadesarchaea,unclassified,unclassified,unclassified,unclassified,,909860,1187,138,0,0,466818,0.51,835748,91.85,835748,91.85,1154,97.22,33,2.78,2,1,0,0,1,0,31,0,0,0,0,0,0,0,875,73.72,279,23.5,0,0,0,0,0,0,0,0,0,0,0,0,934,78.69,0,0,872,73.46,351,29.57,281,23.67,329,27.72,825,69.5,511,43.05,643,54.17,250,21.06,904,76.16,0,0,0,0,0,0,0,0,10,0.84,164,13.82,926,78.01,0,0,0,0,677,0,737,299,0,0,1175,98.99,159,0,0,0,0,0
2829080183,Archaea,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Micrarchaeota archaeon DeMMO3_13,Argonne National Laboratory,2829080183,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,unclassified,unclassified,,1590125,1636,20,0,0,897621,0.56,1475763,92.81,1475763,92.81,1592,97.31,43,2.63,4,1,2,0,1,0,38,1,0,0,1,0.06,0,0,918,56.11,674,41.2,0,0,0,0,0,0,0,0,0,0,0,0,966,59.05,0,0,904,55.26,311,19.01,272,16.63,312,19.07,1280,78.24,501,30.62,1091,66.69,246,15.04,1346,82.27,0,0,0,0,0,0,0,0,88,5.38,375,22.92,881,53.85,0,0,0,0,763,0,811,288,0,0,1627,99.45,63,0,0,0,0,0
